CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,TotalTransactions,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,PreferredTimeOfDay,LoyaltyLevel,ChurnRiskCategory,BasketSizeCategory,Churn,RegYear,RegMonth,RegDay,RegWeekday,IP_IsPrivate,IP_FirstOctet,MonetaryPerDay,AvgBasketValue,TenureRatio,RFMSegment_Champions,RFMSegment_Dormants,RFMSegment_Fidèles,RFMSegment_Potentiels,CustomerType_Hyperactif,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Afrique,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,WeekendPreference_Inconnu,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Explorateur,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_F,Gender_M,Gender_Unknown,AccountStatus_Active,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended,Country_encoded
17850,302,35,5288.630000000001,16.950737179487184,13.603661689116102,107.25,1693,5.426282051282051,12,71,374,3,9,12,0.0,0.2218649517684887,24,0.6857142857142857,1,15,0,0.048076923076923,312,,1.0,4.0,-1,3,0,1,3,1,1,2010,7,17,5,0,59,17.45422442244225,151.10371428571432,4.253521126760563,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
13047,32,18,3079.1,15.70969387755102,11.6847688239824,68.0,1355,6.913265306122449,32,342,374,2,13,10,0.1683673469387755,1.7179487179487178,106,5.888888888888889,1,24,0,0.1224489795918367,196,,3.0,4.0,-1,3,1,2,1,1,0,2010,10,4,0,0,77,93.3060606060606,171.0611111111111,0.0935672514619883,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
12583,3,18,7187.34,28.634820717131475,23.15013187581723,132.8,5009,19.95617529880478,360,370,374,4,12,11,0.0557768924302788,1.456,115,6.388888888888889,1,4,0,0.0159362549800796,251,46.0,2.0,5.0,3,3,1,3,0,2,0,2009,9,12,5,0,51,1796.835,399.2966666666667,0.008108108108108109,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.27586206896551724
13748,96,5,948.25,33.86607142857142,42.95311926234322,204.0,439,15.678571428571429,80,278,374,0,9,9,0.0,10.25925925925926,24,4.8,1,0,0,0.0,28,32.0,2.0,2.0,1,2,0,2,3,2,1,2010,1,28,3,1,10,9.775773195876289,189.65,0.34532374100719426,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
15100,330,6,635.1,105.85,215.9862634521001,350.4,58,9.666666666666666,32,43,374,2,9,12,0.0,8.2,1,0.1666666666666666,1,3,0,0.5,6,,2.0,1.0,-1,2,0,1,3,1,1,2009,12,10,3,0,186,1.9187311178247735,105.85000000000001,7.674418604651163,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0.3324050632911392
15291,26,20,4596.51,42.16981651376147,49.09086065619568,243.36,2074,19.027522935779817,144,348,374,2,16,1,0.1651376146788991,3.1481481481481484,63,3.15,1,6,0,0.055045871559633,109,25.0,2.0,5.0,1,3,2,2,0,2,0,2010,10,18,0,0,206,170.2411111111111,229.8255,0.07471264367816093,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
14688,8,27,5107.38,14.226685236768802,23.64446978200517,153.0,3222,8.974930362116991,120,366,374,1,12,12,0.0,0.9972067039106144,148,5.481481481481482,1,32,0,0.0891364902506963,359,78.0,3.0,2.0,5,3,1,3,0,1,0,2010,11,2,1,0,154,567.4866666666667,189.16222222222223,0.02185792349726776,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
17809,16,15,4627.62,72.3065625,142.20644033836976,425.0,2015,31.484375,144,357,374,4,15,10,0.0,5.587301587301587,47,3.1333333333333333,1,3,0,0.046875,64,38.0,2.0,2.0,2,3,2,2,0,2,0,2010,12,17,4,0,98,272.21294117647057,308.508,0.04481792717086835,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
15311,1,118,59419.34,23.85360899237254,46.625077317700935,408.0,37720,15.14251304696909,288,373,374,1,13,1,0.0397430750702529,0.1285140562248996,571,4.838983050847458,1,112,0,0.0449618627057406,2491,,1.0,3.0,-1,3,1,3,0,2,0,2010,9,23,3,0,199,29709.67,503.5537288135593,0.002680965147453083,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
14527,3,86,7711.38,7.627477744807122,9.759291387411546,87.6,2049,2.026706231454006,36,371,374,2,12,12,0.049455984174085,0.3336633663366337,331,3.8488372093023258,1,39,0,0.0385756676557863,1011,75.0,2.0,1.0,5,3,1,3,0,0,0,2010,9,4,5,0,114,1927.845,89.66720930232559,0.008086253369272238,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
16098,88,7,2005.63,29.934776119402983,35.43095185809055,178.20000000000002,613,9.149253731343284,50,286,374,1,9,9,0.0,4.2727272727272725,34,4.857142857142857,1,0,0,0.0,67,36.0,3.0,3.0,2,3,0,2,2,1,0,2010,12,27,0,0,156,22.535168539325845,286.5185714285714,0.3076923076923077,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
18074,374,1,489.6,37.66153846153846,28.254373952290948,102.0,190,14.615384615384617,48,0,374,2,9,12,0.0,0.0,13,13.0,1,0,0,0.0,13,40.0,2.0,4.0,2,1,0,0,3,1,1,2010,2,10,2,0,56,1.3056,489.6,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0.3324050632911392
17420,50,3,598.83,19.961,5.365604603268926,39.6,265,8.833333333333334,24,323,374,1,15,6,0.0,11.10344827586207,28,9.333333333333334,1,0,0,0.0,30,28.0,2.0,,1,2,2,2,1,1,0,2010,9,17,4,0,180,11.741764705882353,199.61,0.15479876160990713,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
16029,39,76,50992.61,186.1044160583941,933.7723490590412,8142.75,32148,117.32846715328468,2400,335,374,1,11,10,0.0,1.1465201465201464,46,0.6052631578947368,1,32,0,0.1167883211678832,274,,2.0,3.0,-1,3,0,2,1,2,0,2010,9,28,1,0,43,1274.81525,670.9553947368421,0.11641791044776119,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
16250,261,2,389.44,16.226666666666667,4.731409999113387,27.0,208,8.666666666666666,24,112,374,2,9,12,0.0,4.869565217391305,22,11.0,1,0,0,0.0,24,,,3.0,-1,1,0,1,3,1,1,2010,11,25,3,0,62,1.486412213740458,194.72,2.330357142857143,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
12431,36,18,6416.389999999999,26.73495833333333,50.20159874263217,601.44,2868,11.95,336,338,374,3,14,10,0.125,1.3849372384937235,163,9.055555555555555,2,4,1,0.0166666666666666,240,70.0,2.0,1.0,5,3,2,2,1,1,0,2010,9,12,6,0,116,173.41594594594594,356.4661111111111,0.10650887573964497,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.3333333333333333
17511,3,46,88125.38,81.90091078066915,87.97828932242282,745.0,63012,58.561338289962826,600,370,374,2,11,12,0.0,0.3255813953488372,467,10.152173913043478,1,113,0,0.1050185873605948,1076,53.0,4.0,2.0,3,3,0,3,0,2,0,2010,9,19,6,0,181,22031.345,1915.7691304347827,0.008108108108108109,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
17548,218,3,-141.48,-8.32235294117647,21.79515184892381,30.0,-132,-7.764705882352941,24,155,374,2,10,12,0.0,9.6875,12,4.0,1,12,0,0.7058823529411765,17,,2.0,4.0,-1,0,0,1,3,0,1,2010,7,28,2,0,52,-0.6460273972602739,-47.16,1.4064516129032258,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0.3324050632911392
13705,8,3,711.86,25.423571428571428,29.77312934874216,165.0,363,12.964285714285714,32,366,374,0,9,12,0.0,13.51851851851852,25,8.333333333333334,1,0,0,0.0,28,41.0,1.0,5.0,2,2,0,3,0,1,0,2010,10,24,6,0,3,79.09555555555556,237.28666666666666,0.02185792349726776,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
13747,374,1,79.6,79.6,0.0,79.6,8,8.0,8,0,374,2,10,12,0.0,,1,1.0,1,0,0,0.0,1,,2.0,,-1,0,0,0,3,1,1,2010,6,12,5,0,4,0.21226666666666666,79.6,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.3324050632911392
13408,2,81,27487.41,54.86508982035928,50.54074055098437,306.0,16119,32.17365269461078,192,371,374,2,12,12,0.1816367265469061,0.688,236,2.9135802469135803,1,23,0,0.0459081836327345,501,,2.0,5.0,-1,3,1,3,0,2,0,2010,12,22,2,0,74,9162.47,339.3507407407407,0.005390835579514825,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
13767,2,52,16945.71,42.47045112781954,55.98517467790531,532.8000000000001,7258,18.19047619047619,288,371,374,0,14,12,0.0927318295739348,0.8793969849246231,55,1.0576923076923077,1,31,0,0.0776942355889724,399,70.0,2.0,4.0,5,3,2,3,0,2,0,2010,2,6,5,0,4,5648.57,325.87903846153847,0.005390835579514825,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
17924,1,13,2894.33,76.16657894736842,82.68118539129574,367.2000000000001,1141,30.026315789473685,120,372,374,0,10,10,0.0,9.91891891891892,27,2.076923076923077,1,7,0,0.1842105263157894,38,19.0,2.0,1.0,0,3,0,3,0,2,0,2010,1,1,4,0,228,1447.165,222.64076923076922,0.002688172043010753,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
13448,17,10,3465.6700000000005,17.415427135678396,13.9076639976737,60.0,1638,8.231155778894472,48,357,374,1,12,9,0.0,1.7828282828282829,137,13.7,1,4,0,0.0201005025125628,199,,3.0,1.0,-1,3,1,2,0,1,0,2010,10,5,1,0,17,192.53722222222225,346.56700000000006,0.047619047619047616,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
15862,8,4,832.88,5.665850340136054,6.137081078919305,40.56,585,3.979591836734694,108,365,374,3,11,12,0.0,2.493150684931507,142,35.5,1,0,0,0.0,147,61.0,1.0,1.0,4,2,0,3,0,0,0,2010,9,16,3,1,244,92.54222222222222,208.22,0.021917808219178082,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.3324050632911392
15513,31,22,14520.080000000002,46.24229299363058,49.33480116740088,267.6,5545,17.659235668789808,160,342,374,3,12,3,0.1687898089171974,1.0702875399361025,183,8.318181818181818,1,6,0,0.019108280254777,314,47.0,3.0,5.0,3,3,1,2,1,2,0,2010,7,24,5,0,8,453.75250000000005,660.0036363636365,0.09064327485380116,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
12791,374,1,192.6,96.3,114.97556262093264,177.60000000000002,97,48.5,96,0,374,2,11,12,0.0,0.0,2,2.0,1,0,0,0.0,2,55.0,3.0,2.0,4,1,0,0,3,2,1,2010,10,18,0,0,228,0.5136,192.6,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.3333333333333333
16218,30,8,3054.87,33.943,28.548470411021825,116.0,2077,23.07777777777778,100,343,374,2,11,12,0.0666666666666666,3.831460674157303,56,7.0,1,6,0,0.0666666666666666,90,,3.0,3.0,-1,3,0,2,0,2,0,2010,12,7,1,0,202,98.5441935483871,381.85875,0.08746355685131195,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
14045,109,4,1659.75,276.625,93.4774397916417,408.0,535,89.16666666666667,147,264,374,3,8,1,0.0,52.6,4,1.0,1,0,0,0.0,6,77.0,2.0,5.0,5,2,0,2,3,2,1,2010,1,17,6,0,140,15.088636363636363,414.9375,0.4128787878787879,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.3324050632911392
14307,89,6,2995.72,16.642888888888887,7.1135332104509565,50.85,2058,11.433333333333334,96,284,374,2,9,12,0.0,1.5754189944134078,150,25.0,1,0,0,0.0,180,38.0,3.0,4.0,2,3,0,2,2,1,0,2010,11,15,0,0,171,33.285777777777774,499.28666666666663,0.31338028169014087,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
17908,374,1,243.28,4.194482758620689,3.4974608194957733,19.05,173,2.9827586206896552,28,0,374,2,11,12,0.0,0.0,51,51.0,1,0,0,0.0,58,50.0,2.0,1.0,3,1,0,0,3,0,1,2010,10,9,5,0,86,0.6487466666666667,243.28,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
17920,4,17,4204.1,6.040373563218392,8.370918354927017,76.5,2516,3.614942528735632,288,369,374,4,14,12,0.2183908045977011,0.516546762589928,407,23.94117647058824,1,0,0,0.0,696,,3.0,3.0,-1,3,2,3,0,0,0,2010,11,22,0,0,72,840.82,247.3,0.01084010840108401,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
12838,34,2,683.13,5.55390243902439,5.618184123261079,35.400000000000006,359,2.9186991869918697,12,340,374,6,12,11,0.5203252032520326,2.78688524590164,115,57.5,1,0,0,0.0,123,75.0,,1.0,5,2,1,2,1,0,0,2010,10,21,3,0,122,19.518,341.565,0.1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
13255,4,3,390.66,27.90428571428572,23.04183209672413,90.0,174,12.428571428571429,72,369,374,2,13,11,0.0,28.384615384615383,13,4.333333333333333,1,1,0,0.0714285714285714,14,39.0,1.0,1.0,2,1,1,3,0,1,0,2010,9,17,4,0,71,78.132,130.22,0.01084010840108401,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0.3324050632911392
16583,374,1,233.45,16.675,1.976472187432018,20.4,111,7.928571428571429,12,0,374,2,12,12,0.0,0.0,14,14.0,1,0,0,0.0,14,78.0,2.0,1.0,5,1,1,0,3,1,1,2010,6,1,1,0,117,0.6225333333333333,233.45,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0.3324050632911392
18085,330,2,689.9499999999999,23.791379310344823,17.99679569180063,79.2,265,9.137931034482758,16,43,374,3,15,1,0.0,1.5357142857142858,25,12.5,1,0,0,0.0,29,61.0,2.0,2.0,4,2,2,1,3,1,1,2010,3,6,5,0,211,2.084441087613293,344.97499999999997,7.674418604651163,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
13758,12,7,3190.55,27.26965811965812,22.17251330891097,102.0,1844,15.760683760683762,288,361,374,6,15,5,0.4786324786324786,3.0948275862068964,104,14.857142857142858,1,0,0,0.0,117,,3.0,3.0,-1,3,2,2,0,2,0,2010,8,24,1,0,182,245.4269230769231,455.79285714285714,0.0332409972299169,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
13694,4,60,62653.1,107.09931623931624,105.17001276900676,622.5,61803,105.64615384615384,1600,369,374,3,12,8,0.0119658119658119,0.5941780821917808,369,6.15,1,17,0,0.029059829059829,585,,3.0,5.0,-1,3,1,3,0,2,0,2010,8,10,1,0,108,12530.619999999999,1044.2183333333332,0.01084010840108401,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
15983,22,4,1475.02,13.053274336283186,15.413203838782298,91.8,892,7.893805309734513,48,351,374,3,12,12,0.0,3.125,82,20.5,1,0,0,0.0,113,44.0,3.0,,2,2,1,2,0,1,0,2010,1,22,4,0,160,64.13130434782609,368.755,0.06267806267806268,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
14849,22,28,7904.280000000001,20.16397959183673,14.508505979568442,175.2,5656,14.428571428571429,144,351,374,3,11,6,0.0,0.887468030690537,159,5.678571428571429,1,4,0,0.010204081632653,392,76.0,2.0,4.0,5,3,0,2,0,1,0,2010,8,3,1,0,105,343.664347826087,282.2957142857143,0.06267806267806268,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
17968,374,1,277.35,3.2629411764705885,2.852236308720635,13.52,160,1.8823529411764703,8,0,374,2,12,12,0.0,0.0,74,74.0,1,0,0,0.0,85,80.0,1.0,0.0,5,1,1,0,3,0,1,2010,10,31,6,0,226,0.7396,277.35,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.3324050632911392
16210,2,18,21086.300000000003,171.43333333333337,452.75777216069145,3254.4,7559,61.45528455284553,960,372,374,2,12,12,0.0,2.9836065573770494,74,4.111111111111111,1,0,0,0.0,123,,2.0,5.0,-1,3,1,3,0,2,0,2010,12,15,2,0,89,7028.766666666667,1171.4611111111112,0.005376344086021506,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
17897,173,4,541.1,4.705217391304348,8.761843448168955,79.9,223,1.9391304347826088,12,200,374,0,11,12,0.0,1.7543859649122806,100,25.0,1,1,0,0.008695652173913,115,45.0,2.0,3.0,3,2,0,2,3,0,1,2010,9,11,5,0,126,3.109770114942529,135.275,0.865,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
17377,24,21,3925.92,9.369737470167063,16.0671952539341,153.0,2075,4.952267303102626,36,349,374,0,10,11,0.1408114558472553,0.8157894736842105,191,9.095238095238097,1,1,0,0.0023866348448687,419,77.0,3.0,,5,3,0,2,0,0,0,2010,11,22,0,1,241,157.0368,186.94857142857143,0.06876790830945559,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
16552,243,2,379.73,22.33705882352941,18.437844154315428,91.8,219,12.882352941176473,48,130,374,0,10,4,0.0,8.125,17,8.5,1,0,0,0.0,17,33.0,1.0,2.0,1,1,0,1,3,1,1,2010,8,31,1,0,48,1.5562704918032788,189.865,1.8692307692307693,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0.3324050632911392
17181,57,2,239.92,10.431304347826083,21.67213739183182,79.2,241,10.478260869565217,144,316,374,3,14,10,0.0,14.363636363636363,23,11.5,1,0,0,0.0,23,32.0,2.0,3.0,1,1,2,2,1,1,0,2010,8,18,2,0,223,4.136551724137931,119.96,0.18037974683544303,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.3324050632911392
17951,40,4,990.8400000000004,47.18285714285715,50.33315379974289,177.60000000000002,610,29.047619047619047,96,333,374,0,12,10,0.0,16.65,18,4.5,1,1,0,0.0476190476190476,21,,1.0,4.0,-1,2,1,2,1,2,0,2010,11,4,3,0,189,24.16682926829269,247.7100000000001,0.12012012012012012,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0.3324050632911392
14729,374,1,313.49000000000007,4.415352112676057,3.77889206400346,19.8,197,2.7746478873239435,16,0,374,2,12,12,0.0,0.0,69,69.0,1,0,0,0.0,71,79.0,3.0,3.0,5,1,1,0,3,0,1,2010,3,19,4,0,237,0.8359733333333335,313.49000000000007,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
12748,1,224,29072.1,6.262839293408013,38.3936798721033,850.5,24210,5.2154243860405,576,372,374,2,11,11,0.1544592847910383,0.0642102995044171,1769,7.897321428571429,1,46,1,0.0099095217578629,4642,,1.0,3.0,-1,3,0,3,0,1,0,2010,7,17,5,0,135,14536.05,129.7861607142857,0.002688172043010753,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.3324050632911392
